,Unnamed: 0.1, Temperatura (C), Humedad (%),Fecha,Hora
201,201,29.0,56.7,1/1/2021,1/1/2021
202,202,28.9,56.4,1/1/2021,1/1/2021
203,203,28.9,56.7,1/1/2021,1/1/2021
204,204,28.8,56.7,1/1/2021,1/1/2021
205,205,28.7,56.3,1/1/2021,1/1/2021
206,206,28.6,56.2,1/1/2021,1/1/2021
207,207,28.6,56.6,1/1/2021,1/1/2021
208,208,28.5,56.6,1/1/2021,1/1/2021
209,209,28.5,57.0,1/1/2021,1/1/2021
210,210,28.5,56.4,1/1/2021,1/1/2021
211,211,28.5,56.4,1/1/2021,1/1/2021
212,212,28.4,56.5,1/1/2021,1/1/2021
213,213,28.4,57.1,1/1/2021,1/1/2021
214,214,28.4,57.6,1/1/2021,1/1/2021
215,215,28.4,57.4,1/1/2021,1/1/2021
216,216,28.4,57.5,1/1/2021,1/1/2021
217,217,28.4,57.2,1/1/2021,1/1/2021
218,218,28.4,57.5,1/1/2021,1/1/2021
219,219,28.4,57.3,1/1/2021,1/1/2021
220,220,28.4,57.3,1/1/2021,1/1/2021
221,221,28.5,57.8,1/1/2021,1/1/2021
222,222,28.5,57.5,1/1/2021,1/1/2021
223,223,28.5,56.8,1/1/2021,1/1/2021
224,224,28.5,57.8,1/1/2021,1/1/2021
225,225,28.6,57.8,1/1/2021,1/1/2021
226,226,28.6,56.7,1/1/2021,1/1/2021
227,227,28.7,56.3,1/1/2021,1/1/2021
228,228,28.7,55.8,1/1/2021,1/1/2021
229,229,28.7,56.0,1/1/2021,1/1/2021
230,230,28.7,56.5,1/1/2021,1/1/2021
231,231,28.8,56.5,1/1/2021,1/1/2021
232,232,28.9,56.0,1/1/2021,1/1/2021
233,233,28.9,55.5,1/1/2021,1/1/2021
234,234,29.0,55.5,1/1/2021,1/1/2021
235,235,29.1,55.5,1/1/2021,1/1/2021
236,236,29.1,55.3,1/1/2021,1/1/2021
237,237,29.2,55.3,1/1/2021,1/1/2021
238,238,29.3,54.9,1/1/2021,1/1/2021
239,239,29.4,54.9,1/1/2021,1/1/2021
240,240,29.4,55.0,1/1/2021,1/1/2021
241,241,29.4,54.7,1/1/2021,1/1/2021
242,242,29.5,54.8,1/1/2021,1/1/2021
243,243,29.6,54.8,1/1/2021,1/1/2021
244,244,29.6,54.3,1/1/2021,1/1/2021
245,245,29.7,53.9,1/1/2021,1/1/2021
246,246,29.7,52.3,1/1/2021,1/1/2021
247,247,29.6,52.6,1/1/2021,1/1/2021
248,248,29.6,52.2,1/1/2021,1/1/2021
249,249,29.6,51.8,1/1/2021,1/1/2021
250,250,29.4,50.9,1/1/2021,1/1/2021
251,251,29.2,51.0,1/1/2021,1/1/2021
252,252,29.1,51.9,1/1/2021,1/1/2021
253,253,29.0,52.3,1/1/2021,1/1/2021
254,254,29.0,52.6,1/1/2021,1/1/2021
255,255,28.9,53.5,1/1/2021,1/1/2021
256,256,28.8,53.4,1/1/2021,1/1/2021
257,257,28.8,54.1,1/1/2021,1/1/2021
