, Temperatura (C), Humedad (%),Fecha,Hora
1313,30.0,45.8,14/10/2022,14:15
1314,30.1,45.5,14/10/2022,14:15
1315,30.2,44.8,14/10/2022,14:15
1316,30.2,44.4,14/10/2022,14:15
1317,30.1,44.3,14/10/2022,14:16
1318,30.1,44.5,14/10/2022,14:16
1319,30.2,44.6,14/10/2022,14:16
1320,30.2,44.6,14/10/2022,14:16
1321,30.2,44.3,14/10/2022,14:16
1322,30.2,44.2,14/10/2022,14:16
1323,30.3,44.2,14/10/2022,14:16
1324,30.3,44.3,14/10/2022,14:16
1325,30.3,44.3,14/10/2022,14:16
1326,30.3,44.1,14/10/2022,14:16
1327,30.4,44.2,14/10/2022,14:17
1328,30.4,44.2,14/10/2022,14:17
1329,30.4,44.2,14/10/2022,14:17
1330,30.4,44.1,14/10/2022,14:17
1331,30.4,43.9,14/10/2022,14:17
1332,30.5,44.0,14/10/2022,14:17
1333,30.3,43.9,14/10/2022,14:17
1334,30.3,44.1,14/10/2022,14:17
1335,30.3,43.9,14/10/2022,14:17
1336,30.4,44.3,14/10/2022,14:17
1337,30.3,44.1,14/10/2022,14:18
1338,30.3,43.8,14/10/2022,14:18
1339,30.3,44.3,14/10/2022,14:18
1340,30.3,44.2,14/10/2022,14:18
1341,30.3,44.0,14/10/2022,14:18
1342,30.4,44.1,14/10/2022,14:18
1343,30.4,44.0,14/10/2022,14:18
1344,30.5,44.1,14/10/2022,14:18
1345,30.6,44.6,14/10/2022,14:18
1346,30.7,44.5,14/10/2022,14:18
1347,30.7,45.2,14/10/2022,14:19
1348,30.8,44.9,14/10/2022,14:19
1349,30.8,44.6,14/10/2022,14:19
1350,30.7,43.4,14/10/2022,14:19
1351,30.8,43.4,14/10/2022,14:19
1352,31.0,43.0,14/10/2022,14:19
1353,31.1,42.7,14/10/2022,14:19
1354,31.0,42.7,14/10/2022,14:19
1355,30.9,43.0,14/10/2022,14:19
1356,30.8,42.8,14/10/2022,14:19
1357,30.7,43.3,14/10/2022,14:20
1358,30.6,43.3,14/10/2022,14:20
1359,30.5,42.9,14/10/2022,14:20
1360,30.5,42.9,14/10/2022,14:20
1361,30.5,43.0,14/10/2022,14:20
1362,30.5,43.4,14/10/2022,14:20
1363,30.4,43.7,14/10/2022,14:20
1364,30.4,43.8,14/10/2022,14:20
1365,30.4,43.8,14/10/2022,14:20
1366,30.3,43.6,14/10/2022,14:20
1367,30.2,43.5,14/10/2022,14:21
1368,30.1,43.5,14/10/2022,14:21
1369,30.1,43.6,14/10/2022,14:21
1370,30.2,43.9,14/10/2022,14:21
1371,30.1,44.5,14/10/2022,14:21
1372,30.0,44.1,14/10/2022,14:21
1373,30.0,44.1,14/10/2022,14:21
1374,30.0,44.1,14/10/2022,14:21
1375,30.0,44.3,14/10/2022,14:21
1376,30.1,44.5,14/10/2022,14:21
1377,30.1,44.7,14/10/2022,14:22
1378,30.1,44.8,14/10/2022,14:22
1379,30.2,44.7,14/10/2022,14:22
1380,30.2,44.5,14/10/2022,14:22
1381,30.2,44.5,14/10/2022,14:22
1382,30.2,44.5,14/10/2022,14:22
1383,30.3,44.7,14/10/2022,14:22
1384,30.4,44.5,14/10/2022,14:22
1385,30.4,44.2,14/10/2022,14:22
1386,30.4,44.0,14/10/2022,14:22
1387,30.4,44.1,14/10/2022,14:23
1388,30.4,43.7,14/10/2022,14:23
1389,30.3,43.3,14/10/2022,14:23
1390,30.3,43.7,14/10/2022,14:23
1391,30.4,43.8,14/10/2022,14:23
1392,30.4,44.3,14/10/2022,14:23
1393,30.4,44.7,14/10/2022,14:23
1394,30.5,44.0,14/10/2022,14:23
1395,30.5,43.8,14/10/2022,14:23
1396,30.6,44.2,14/10/2022,14:23
1397,30.7,44.2,14/10/2022,14:24
1398,30.7,43.9,14/10/2022,14:24
1399,30.7,44.1,14/10/2022,14:24
1400,30.7,44.0,14/10/2022,14:24
1401,30.7,43.8,14/10/2022,14:24
1402,30.6,43.4,14/10/2022,14:24
1403,30.7,43.3,14/10/2022,14:24
1404,30.6,44.4,14/10/2022,14:24
1405,30.6,44.0,14/10/2022,14:24
1406,30.6,43.5,14/10/2022,14:24
1407,30.7,44.2,14/10/2022,14:25
1408,30.7,43.7,14/10/2022,14:25
1409,30.6,44.0,14/10/2022,14:25
1410,30.6,43.4,14/10/2022,14:25
1411,30.6,43.3,14/10/2022,14:25
1412,30.6,43.6,14/10/2022,14:25
1413,30.6,43.4,14/10/2022,14:25
1414,30.6,44.1,14/10/2022,14:25
1415,30.7,43.9,14/10/2022,14:25
1416,30.6,43.8,14/10/2022,14:25
1417,30.6,43.4,14/10/2022,14:26
1418,30.6,43.2,14/10/2022,14:26
1419,30.5,43.3,14/10/2022,14:26
1420,30.6,43.4,14/10/2022,14:26
1421,30.6,43.6,14/10/2022,14:26
1422,30.6,43.5,14/10/2022,14:26
1423,30.6,43.2,14/10/2022,14:26
1424,30.5,43.0,14/10/2022,14:26
1425,30.5,43.4,14/10/2022,14:26
1426,30.5,43.6,14/10/2022,14:26
1427,30.5,43.6,14/10/2022,14:27
1428,30.5,43.4,14/10/2022,14:27
1429,30.5,43.7,14/10/2022,14:27
1430,30.6,44.2,14/10/2022,14:27
1431,30.5,43.5,14/10/2022,14:27
1432,30.4,43.3,14/10/2022,14:27
1433,30.5,43.3,14/10/2022,14:27
1434,30.5,43.9,14/10/2022,14:27
1435,30.4,44.0,14/10/2022,14:27
1436,30.5,43.6,14/10/2022,14:27
1437,30.5,43.3,14/10/2022,14:28
1438,30.5,43.6,14/10/2022,14:28
1439,30.5,43.9,14/10/2022,14:28
1440,30.5,43.3,14/10/2022,14:28
1441,30.6,43.4,14/10/2022,14:28
1442,30.6,43.0,14/10/2022,14:28
1443,30.5,42.8,14/10/2022,14:28
1444,30.5,43.3,14/10/2022,14:28
1445,30.5,43.2,14/10/2022,14:28
1446,30.5,43.5,14/10/2022,14:28
1447,30.5,43.2,14/10/2022,14:29
1448,30.4,42.8,14/10/2022,14:29
1449,30.5,43.0,14/10/2022,14:29
1450,30.6,42.9,14/10/2022,14:29
1451,30.7,43.0,14/10/2022,14:29
1452,31.0,43.5,14/10/2022,14:29
1453,31.3,43.1,14/10/2022,14:29
1454,31.5,42.9,14/10/2022,14:29
1455,31.5,42.5,14/10/2022,14:29
1456,31.3,42.2,14/10/2022,14:29
1457,31.2,42.2,14/10/2022,14:30
1458,31.2,42.3,14/10/2022,14:30
1459,31.4,42.2,14/10/2022,14:30
1460,31.6,42.3,14/10/2022,14:30
1461,31.8,42.5,14/10/2022,14:30
1462,31.7,42.3,14/10/2022,14:30
1463,31.7,42.0,14/10/2022,14:30
1464,31.9,42.3,14/10/2022,14:30
1465,32.1,42.1,14/10/2022,14:30
1466,32.3,42.0,14/10/2022,14:30
1467,32.4,41.5,14/10/2022,14:31
1468,32.5,41.6,14/10/2022,14:31
1469,32.4,41.6,14/10/2022,14:31
1470,32.3,41.0,14/10/2022,14:31
1471,32.3,41.5,14/10/2022,14:31
1472,32.3,41.1,14/10/2022,14:31
1473,32.4,41.8,14/10/2022,14:31
1474,32.4,41.9,14/10/2022,14:31
1475,32.4,41.5,14/10/2022,14:31
1476,32.5,41.9,14/10/2022,14:31
1477,32.5,41.4,14/10/2022,14:32
1478,32.3,41.0,14/10/2022,14:32
1479,32.3,41.0,14/10/2022,14:32
1480,32.0,40.9,14/10/2022,14:32
1481,31.8,40.5,14/10/2022,14:32
1482,31.8,40.9,14/10/2022,14:32
1483,31.7,41.1,14/10/2022,14:32
1484,31.8,41.3,14/10/2022,14:32
1485,31.9,41.5,14/10/2022,14:32
1486,32.0,41.2,14/10/2022,14:32
1487,31.9,40.4,14/10/2022,14:33
1488,32.0,40.6,14/10/2022,14:33
1489,32.1,40.7,14/10/2022,14:33
1490,32.0,40.7,14/10/2022,14:33
1491,32.1,40.6,14/10/2022,14:33
1492,32.2,40.4,14/10/2022,14:33
1493,32.4,40.3,14/10/2022,14:33
1494,32.5,40.4,14/10/2022,14:33
1495,32.6,40.6,14/10/2022,14:33
1496,32.6,40.5,14/10/2022,14:33
1497,32.6,40.2,14/10/2022,14:34
1498,32.6,40.0,14/10/2022,14:34
1499,32.7,40.3,14/10/2022,14:34
1500,32.9,40.3,14/10/2022,14:34
1501,33.0,40.1,14/10/2022,14:34
1502,33.0,39.8,14/10/2022,14:34
1503,33.0,39.5,14/10/2022,14:34
1504,32.8,39.4,14/10/2022,14:34
1505,32.7,39.3,14/10/2022,14:34
1506,32.6,39.3,14/10/2022,14:34
1507,32.6,39.5,14/10/2022,14:35
1508,32.7,39.9,14/10/2022,14:35
1509,32.8,40.0,14/10/2022,14:35
1510,33.0,40.0,14/10/2022,14:35
1511,33.2,40.1,14/10/2022,14:35
1512,33.2,39.8,14/10/2022,14:35
1513,33.3,40.0,14/10/2022,14:35
1514,33.3,40.3,14/10/2022,14:35
1515,33.2,39.3,14/10/2022,14:35
1516,33.3,39.5,14/10/2022,14:35
1517,33.5,39.3,14/10/2022,14:36
1518,33.4,39.1,14/10/2022,14:36
1519,33.6,39.1,14/10/2022,14:36
1520,33.1,38.5,14/10/2022,14:36
1521,33.0,38.5,14/10/2022,14:36
1522,33.1,38.7,14/10/2022,14:36
1523,33.2,38.7,14/10/2022,14:36
1524,33.1,39.1,14/10/2022,14:36
1525,33.0,38.9,14/10/2022,14:36
1526,33.1,38.8,14/10/2022,14:36
1527,33.3,39.0,14/10/2022,14:37
1528,33.4,38.8,14/10/2022,14:37
1529,33.5,39.3,14/10/2022,14:37
1530,33.5,39.3,14/10/2022,14:37
1531,33.5,38.7,14/10/2022,14:37
1532,33.3,38.3,14/10/2022,14:37
1533,33.2,38.1,14/10/2022,14:37
1534,33.1,38.1,14/10/2022,14:37
1535,33.1,38.3,14/10/2022,14:37
1536,33.1,38.4,14/10/2022,14:37
1537,33.3,38.5,14/10/2022,14:38
1538,33.4,38.4,14/10/2022,14:38
1539,33.3,38.4,14/10/2022,14:38
1540,33.5,38.5,14/10/2022,14:38
1541,33.7,39.4,14/10/2022,14:38
1542,33.8,39.2,14/10/2022,14:38
1543,33.7,38.5,14/10/2022,14:38
1544,33.6,37.8,14/10/2022,14:38
1545,33.5,37.7,14/10/2022,14:38
1546,33.6,37.7,14/10/2022,14:38
1547,33.6,37.6,14/10/2022,14:39
1548,33.6,37.6,14/10/2022,14:39
1549,33.7,37.9,14/10/2022,14:39
1550,33.9,37.7,14/10/2022,14:39
1551,34.1,37.8,14/10/2022,14:39
1552,34.3,37.5,14/10/2022,14:39
1553,34.3,37.5,14/10/2022,14:39
1554,34.3,37.5,14/10/2022,14:39
1555,34.3,37.3,14/10/2022,14:39
1556,34.2,37.0,14/10/2022,14:39
1557,34.4,37.4,14/10/2022,14:40
1558,34.5,37.3,14/10/2022,14:40
1559,34.5,37.0,14/10/2022,14:40
1560,34.5,36.9,14/10/2022,14:40
1561,34.7,37.4,14/10/2022,14:40
1562,34.8,37.6,14/10/2022,14:40
1563,34.6,36.7,14/10/2022,14:40
1564,34.7,36.3,14/10/2022,14:40
1565,34.4,36.1,14/10/2022,14:40
1566,34.2,36.3,14/10/2022,14:40
1567,34.1,36.5,14/10/2022,14:41
1568,34.2,36.6,14/10/2022,14:41
1569,34.4,36.7,14/10/2022,14:41
1570,34.6,36.9,14/10/2022,14:41
1571,34.5,36.6,14/10/2022,14:41
1572,34.6,36.6,14/10/2022,14:41
1573,34.6,37.2,14/10/2022,14:41
1574,34.6,36.7,14/10/2022,14:41
1575,34.6,37.0,14/10/2022,14:41
1576,34.5,36.6,14/10/2022,14:41
1577,34.4,36.6,14/10/2022,14:42
1578,34.4,36.3,14/10/2022,14:42
1579,34.4,37.0,14/10/2022,14:42
1580,34.5,37.2,14/10/2022,14:42
1581,34.2,36.4,14/10/2022,14:42
1582,34.1,36.9,14/10/2022,14:42
1583,33.9,36.9,14/10/2022,14:42
1584,33.5,36.5,14/10/2022,14:42
1585,33.3,36.8,14/10/2022,14:42
1586,33.4,37.1,14/10/2022,14:42
1587,33.4,37.6,14/10/2022,14:43
1588,33.2,37.5,14/10/2022,14:43
1589,33.2,37.6,14/10/2022,14:43
1590,33.2,37.9,14/10/2022,14:43
1591,33.1,38.2,14/10/2022,14:43
1592,33.1,38.1,14/10/2022,14:43
1593,33.3,38.2,14/10/2022,14:43
1594,33.3,38.3,14/10/2022,14:43
1595,33.3,38.7,14/10/2022,14:43
1596,33.4,38.6,14/10/2022,14:43
1597,33.5,38.8,14/10/2022,14:44
1598,33.5,38.9,14/10/2022,14:44
1599,33.5,38.9,14/10/2022,14:44
1600,33.8,39.5,14/10/2022,14:44
1601,34.0,39.3,14/10/2022,14:44
1602,34.1,39.2,14/10/2022,14:44
1603,34.3,38.6,14/10/2022,14:44
1604,34.5,38.7,14/10/2022,14:44
1605,34.7,38.1,14/10/2022,14:44
1606,34.8,37.6,14/10/2022,14:44
1607,35.0,37.1,14/10/2022,14:45
1608,35.1,36.4,14/10/2022,14:45
1609,35.2,37.2,14/10/2022,14:45
1610,35.3,37.3,14/10/2022,14:45
1611,35.4,36.2,14/10/2022,14:45
1612,35.4,36.0,14/10/2022,14:45
1613,35.5,36.3,14/10/2022,14:45
1614,35.3,35.9,14/10/2022,14:45
1615,35.2,35.7,14/10/2022,14:45
1616,35.2,35.9,14/10/2022,14:45
1617,35.4,36.7,14/10/2022,14:46
1618,35.5,36.1,14/10/2022,14:46
1619,35.5,35.9,14/10/2022,14:46
1620,35.4,35.3,14/10/2022,14:46
1621,35.5,35.3,14/10/2022,14:46
1622,35.4,35.4,14/10/2022,14:46
1623,35.5,35.6,14/10/2022,14:46
1624,35.4,35.6,14/10/2022,14:46
1625,35.0,35.1,14/10/2022,14:46
1626,34.7,35.6,14/10/2022,14:46
1627,34.4,35.7,14/10/2022,14:47
1628,34.0,35.1,14/10/2022,14:47
1629,33.8,35.5,14/10/2022,14:47
1630,33.8,35.7,14/10/2022,14:47
1631,33.9,36.1,14/10/2022,14:47
1632,33.9,36.4,14/10/2022,14:47
1633,33.9,36.5,14/10/2022,14:47
1634,33.6,36.4,14/10/2022,14:47
1635,33.4,36.3,14/10/2022,14:47
1636,33.3,36.6,14/10/2022,14:47
1637,33.2,36.6,14/10/2022,14:48
1638,33.2,36.9,14/10/2022,14:48
1639,33.2,37.0,14/10/2022,14:48
1640,33.1,37.1,14/10/2022,14:48
1641,33.1,37.2,14/10/2022,14:48
1642,33.2,37.3,14/10/2022,14:48
1643,33.2,37.3,14/10/2022,14:48
1644,33.4,37.7,14/10/2022,14:48
1645,33.3,37.6,14/10/2022,14:48
1646,33.4,37.5,14/10/2022,14:48
1647,33.3,37.6,14/10/2022,14:49
1648,33.3,37.2,14/10/2022,14:49
1649,33.3,37.1,14/10/2022,14:49
1650,33.3,37.0,14/10/2022,14:49
1651,33.2,36.9,14/10/2022,14:49
1652,33.3,36.9,14/10/2022,14:49
1653,33.2,36.8,14/10/2022,14:49
1654,33.1,37.0,14/10/2022,14:49
1655,33.0,37.6,14/10/2022,14:49
1656,33.1,37.9,14/10/2022,14:49
1657,33.2,38.2,14/10/2022,14:50
1658,33.3,38.3,14/10/2022,14:50
1659,33.5,37.4,14/10/2022,14:50
1660,33.6,37.3,14/10/2022,14:50
1661,33.8,38.1,14/10/2022,14:50
1662,33.8,38.7,14/10/2022,14:50
1663,33.9,37.9,14/10/2022,14:50
1664,34.0,38.0,14/10/2022,14:50
1665,34.0,37.6,14/10/2022,14:50
1666,33.8,37.5,14/10/2022,14:50
1667,33.8,37.0,14/10/2022,14:51
1668,33.8,36.9,14/10/2022,14:51
1669,33.6,37.0,14/10/2022,14:51
1670,33.4,36.5,14/10/2022,14:51
1671,33.4,36.3,14/10/2022,14:51
1672,33.4,36.4,14/10/2022,14:51
1673,33.5,37.2,14/10/2022,14:51
1674,33.8,37.9,14/10/2022,14:51
1675,33.9,37.0,14/10/2022,14:51
1676,34.1,37.5,14/10/2022,14:51
1677,34.2,37.5,14/10/2022,14:52
1678,34.4,37.8,14/10/2022,14:52
1679,34.6,38.2,14/10/2022,14:52
1680,34.7,37.8,14/10/2022,14:52
1681,34.9,37.6,14/10/2022,14:52
1682,35.1,37.2,14/10/2022,14:52
1683,35.3,39.1,14/10/2022,14:52
1684,35.4,38.3,14/10/2022,14:52
1685,35.2,35.8,14/10/2022,14:52
1686,35.0,35.1,14/10/2022,14:52
1687,34.8,34.7,14/10/2022,14:53
1688,34.6,34.6,14/10/2022,14:53
1689,34.4,34.7,14/10/2022,14:53
1690,34.2,35.5,14/10/2022,14:53
1691,34.1,36.7,14/10/2022,14:53
1692,34.1,36.7,14/10/2022,14:53
1693,34.0,36.3,14/10/2022,14:53
1694,34.0,35.9,14/10/2022,14:53
1695,34.0,36.2,14/10/2022,14:53
1696,34.1,36.3,14/10/2022,14:53
1697,34.4,36.6,14/10/2022,14:54
1698,34.7,36.8,14/10/2022,14:54
1699,34.7,36.2,14/10/2022,14:54
1700,34.7,35.9,14/10/2022,14:54
1701,34.8,36.2,14/10/2022,14:54
1702,34.8,36.0,14/10/2022,14:54
1703,34.8,36.1,14/10/2022,14:54
1704,34.6,35.6,14/10/2022,14:54
1705,34.4,35.7,14/10/2022,14:54
1706,34.5,35.9,14/10/2022,14:54
1707,34.7,36.0,14/10/2022,14:55
1708,34.7,36.0,14/10/2022,14:55
1709,34.7,36.3,14/10/2022,14:55
1710,34.5,35.6,14/10/2022,14:55
1711,34.5,35.6,14/10/2022,14:55
1712,34.6,35.9,14/10/2022,14:55
1713,34.7,35.9,14/10/2022,14:55
1714,34.6,37.1,14/10/2022,14:55
1715,34.5,36.7,14/10/2022,14:55
1716,34.3,36.1,14/10/2022,14:55
1717,33.9,36.1,14/10/2022,14:56
1718,34.0,36.3,14/10/2022,14:56
1719,33.8,36.4,14/10/2022,14:56
1720,33.9,36.4,14/10/2022,14:56
1721,33.9,36.7,14/10/2022,14:56
1722,33.7,36.4,14/10/2022,14:56
1723,33.6,36.5,14/10/2022,14:56
1724,33.5,36.6,14/10/2022,14:56
1725,33.3,36.8,14/10/2022,14:56
1726,33.2,36.8,14/10/2022,14:56
1727,33.1,37.0,14/10/2022,14:57
1728,33.0,37.2,14/10/2022,14:57
1729,33.1,37.4,14/10/2022,14:57
1730,33.0,37.6,14/10/2022,14:57
1731,33.0,37.6,14/10/2022,14:57
1732,33.1,37.7,14/10/2022,14:57
1733,33.1,38.0,14/10/2022,14:57
1734,33.0,38.4,14/10/2022,14:57
1735,32.9,38.0,14/10/2022,14:57
1736,32.8,38.0,14/10/2022,14:57
1737,32.7,38.1,14/10/2022,14:58
1738,32.8,38.2,14/10/2022,14:58
1739,32.8,38.2,14/10/2022,14:58
1740,32.8,38.8,14/10/2022,14:58
1741,32.8,38.8,14/10/2022,14:58
1742,32.9,38.7,14/10/2022,14:58
1743,32.8,38.5,14/10/2022,14:58
1744,32.5,38.1,14/10/2022,14:58
1745,32.3,38.4,14/10/2022,14:58
1746,32.2,38.5,14/10/2022,14:58
1747,32.1,38.6,14/10/2022,14:59
1748,32.0,38.6,14/10/2022,14:59
1749,32.0,38.8,14/10/2022,14:59
1750,32.1,39.0,14/10/2022,14:59
1751,32.1,39.4,14/10/2022,14:59
1752,32.2,39.4,14/10/2022,14:59
1753,32.1,39.2,14/10/2022,14:59
1754,32.2,39.2,14/10/2022,14:59
1755,32.3,39.5,14/10/2022,14:59
1756,32.4,39.4,14/10/2022,14:59
1757,32.5,39.3,14/10/2022,15:0
1758,32.6,40.1,14/10/2022,15:0
1759,32.8,39.9,14/10/2022,15:0
1760,32.8,40.1,14/10/2022,15:0
1761,32.9,39.3,14/10/2022,15:0
1762,33.0,39.1,14/10/2022,15:0
1763,33.0,38.4,14/10/2022,15:0
1764,32.8,38.7,14/10/2022,15:0
1765,32.7,38.1,14/10/2022,15:0
1766,32.7,38.3,14/10/2022,15:0
1767,32.5,38.2,14/10/2022,15:1
1768,32.4,38.4,14/10/2022,15:1
1769,32.3,38.4,14/10/2022,15:1
1770,32.1,38.5,14/10/2022,15:1
1771,32.0,39.2,14/10/2022,15:1
1772,31.8,39.1,14/10/2022,15:1
1773,31.8,39.4,14/10/2022,15:1
1774,31.7,39.5,14/10/2022,15:1
1775,31.7,39.5,14/10/2022,15:1
1776,31.7,39.7,14/10/2022,15:1
1777,31.5,39.7,14/10/2022,15:2
1778,31.5,40.1,14/10/2022,15:2
1779,31.5,40.2,14/10/2022,15:2
1780,31.5,40.1,14/10/2022,15:2
1781,31.6,40.5,14/10/2022,15:2
1782,31.6,40.9,14/10/2022,15:2
1783,31.6,40.4,14/10/2022,15:2
1784,31.6,40.4,14/10/2022,15:2
1785,31.6,40.3,14/10/2022,15:2
1786,31.6,40.6,14/10/2022,15:2
1787,31.8,41.1,14/10/2022,15:3
1788,31.8,40.2,14/10/2022,15:3
1789,31.9,40.0,14/10/2022,15:3
1790,31.9,39.9,14/10/2022,15:3
1791,32.0,40.0,14/10/2022,15:3
1792,32.0,40.0,14/10/2022,15:3
1793,32.1,40.0,14/10/2022,15:3
1794,32.0,39.8,14/10/2022,15:3
1795,32.0,39.5,14/10/2022,15:3
1796,31.9,39.6,14/10/2022,15:3
1797,31.9,39.4,14/10/2022,15:4
1798,31.9,39.1,14/10/2022,15:4
1799,31.9,39.5,14/10/2022,15:4
1800,31.8,39.6,14/10/2022,15:4
1801,31.8,39.7,14/10/2022,15:4
1802,31.7,39.4,14/10/2022,15:4
1803,31.6,39.4,14/10/2022,15:4
1804,31.5,39.5,14/10/2022,15:4
1805,31.6,39.6,14/10/2022,15:4
1806,31.5,39.7,14/10/2022,15:4
1807,31.5,39.8,14/10/2022,15:5
1808,31.4,39.7,14/10/2022,15:5
1809,31.4,39.8,14/10/2022,15:5
1810,31.3,40.5,14/10/2022,15:5
1811,31.2,40.7,14/10/2022,15:5
1812,31.1,40.6,14/10/2022,15:5
1813,31.0,40.4,14/10/2022,15:5
1814,31.0,40.5,14/10/2022,15:5
1815,31.0,40.5,14/10/2022,15:5
1816,31.0,40.7,14/10/2022,15:5
1817,30.9,40.8,14/10/2022,15:6
1818,30.9,41.3,14/10/2022,15:6
1819,31.0,41.4,14/10/2022,15:6
1820,31.0,42.1,14/10/2022,15:6
1821,31.0,41.9,14/10/2022,15:6
1822,31.0,41.3,14/10/2022,15:6
1823,31.0,41.2,14/10/2022,15:6
1824,31.0,41.4,14/10/2022,15:6
1825,31.0,41.1,14/10/2022,15:6
1826,31.0,41.0,14/10/2022,15:6
1827,30.9,41.0,14/10/2022,15:7
1828,30.9,40.9,14/10/2022,15:7
1829,31.0,41.3,14/10/2022,15:7
1830,31.0,42.0,14/10/2022,15:7
1831,31.1,42.5,14/10/2022,15:7
1832,31.0,41.5,14/10/2022,15:7
1833,31.0,41.3,14/10/2022,15:7
1834,31.0,41.2,14/10/2022,15:7
1835,31.0,41.5,14/10/2022,15:7
1836,31.0,41.5,14/10/2022,15:7
1837,31.1,41.7,14/10/2022,15:8
1838,31.1,42.2,14/10/2022,15:8
1839,31.2,41.8,14/10/2022,15:8
1840,31.3,42.0,14/10/2022,15:8
1841,31.3,41.6,14/10/2022,15:8
1842,31.3,41.1,14/10/2022,15:8
1843,31.3,41.1,14/10/2022,15:8
1844,31.2,40.8,14/10/2022,15:8
1845,31.2,40.8,14/10/2022,15:8
1846,31.3,41.1,14/10/2022,15:8
1847,31.3,41.1,14/10/2022,15:9
1848,31.3,41.4,14/10/2022,15:9
1849,31.3,41.3,14/10/2022,15:9
1850,31.3,41.4,14/10/2022,15:9
1851,31.2,41.0,14/10/2022,15:9
1852,31.2,41.1,14/10/2022,15:9
1853,31.3,41.2,14/10/2022,15:9
1854,31.3,41.6,14/10/2022,15:9
1855,31.3,41.4,14/10/2022,15:9
1856,31.3,41.3,14/10/2022,15:9
1857,31.4,41.2,14/10/2022,15:10
1858,31.3,41.1,14/10/2022,15:10
1859,31.3,41.2,14/10/2022,15:10
1860,31.2,40.9,14/10/2022,15:10
1861,31.2,41.0,14/10/2022,15:10
1862,31.1,40.9,14/10/2022,15:10
1863,31.1,41.0,14/10/2022,15:10
1864,31.1,41.5,14/10/2022,15:10
1865,31.1,41.3,14/10/2022,15:10
1866,31.0,41.5,14/10/2022,15:10
1867,30.8,40.9,14/10/2022,15:11
1868,30.7,41.0,14/10/2022,15:11
1869,30.6,41.1,14/10/2022,15:11
1870,30.7,41.3,14/10/2022,15:11
1871,30.6,41.4,14/10/2022,15:11
1872,30.6,41.5,14/10/2022,15:11
1873,30.5,41.6,14/10/2022,15:11
1874,30.5,41.5,14/10/2022,15:11
1875,30.4,41.6,14/10/2022,15:11
1876,30.4,41.8,14/10/2022,15:11
1877,30.3,41.8,14/10/2022,15:12
1878,30.3,41.8,14/10/2022,15:12
1879,30.3,41.9,14/10/2022,15:12
1880,30.3,42.1,14/10/2022,15:12
1881,30.2,42.1,14/10/2022,15:12
1882,30.2,42.2,14/10/2022,15:12
1883,30.2,42.3,14/10/2022,15:12
1884,30.2,42.2,14/10/2022,15:12
1885,30.2,42.3,14/10/2022,15:12
1886,30.2,42.6,14/10/2022,15:12
1887,30.2,42.7,14/10/2022,15:13
1888,30.3,42.7,14/10/2022,15:13
1889,30.4,43.2,14/10/2022,15:13
1890,30.5,42.9,14/10/2022,15:13
1891,30.5,42.3,14/10/2022,15:13
1892,30.5,42.0,14/10/2022,15:13
1893,30.5,42.2,14/10/2022,15:13
1894,30.4,42.3,14/10/2022,15:13
1895,30.4,42.3,14/10/2022,15:13
1896,30.4,42.7,14/10/2022,15:13
1897,30.3,42.4,14/10/2022,15:14
1898,30.3,42.5,14/10/2022,15:14
1899,30.3,42.7,14/10/2022,15:14
1900,30.2,42.6,14/10/2022,15:14
1901,30.2,42.8,14/10/2022,15:14
1902,30.3,42.7,14/10/2022,15:14
1903,30.3,43.4,14/10/2022,15:14
1904,30.4,43.2,14/10/2022,15:14
1905,30.4,43.6,14/10/2022,15:14
1906,30.5,43.1,14/10/2022,15:14
1907,30.4,42.7,14/10/2022,15:15
1908,30.4,42.8,14/10/2022,15:15
1909,30.3,42.5,14/10/2022,15:15
1910,30.3,42.8,14/10/2022,15:15
1911,30.2,42.6,14/10/2022,15:15
1912,30.2,42.5,14/10/2022,15:15
1913,30.2,42.7,14/10/2022,15:15
1914,30.0,42.7,14/10/2022,15:15
1915,30.1,43.1,14/10/2022,15:15
1916,30.0,43.0,14/10/2022,15:15
1917,30.0,43.1,14/10/2022,15:16
1918,30.1,43.3,14/10/2022,15:16
1919,30.2,43.7,14/10/2022,15:16
1920,30.2,43.3,14/10/2022,15:16
1921,30.1,43.0,14/10/2022,15:16
1922,30.2,43.0,14/10/2022,15:16
1923,30.2,43.0,14/10/2022,15:16
1924,30.3,43.3,14/10/2022,15:16
1925,30.3,43.5,14/10/2022,15:16
1926,30.4,43.2,14/10/2022,15:16
1927,30.4,43.1,14/10/2022,15:17
1928,30.4,42.7,14/10/2022,15:17
1929,30.4,42.7,14/10/2022,15:17
1930,30.4,42.8,14/10/2022,15:17
1931,30.5,43.0,14/10/2022,15:17
1932,30.5,42.8,14/10/2022,15:17
1933,30.6,42.8,14/10/2022,15:17
1934,30.6,42.8,14/10/2022,15:17
1935,30.7,42.7,14/10/2022,15:17
1936,30.7,42.7,14/10/2022,15:17
1937,30.7,43.5,14/10/2022,15:18
1938,30.8,42.8,14/10/2022,15:18
1939,30.8,42.9,14/10/2022,15:18
1940,30.9,42.8,14/10/2022,15:18
1941,31.0,42.6,14/10/2022,15:18
1942,31.0,42.6,14/10/2022,15:18
1943,31.1,42.3,14/10/2022,15:18
1944,31.1,42.0,14/10/2022,15:18
1945,31.1,42.1,14/10/2022,15:18
1946,31.2,41.7,14/10/2022,15:18
1947,31.2,41.5,14/10/2022,15:19
