,Year,Month,Day,Hour,Minute,GHI,Cloud Type,Surface Albedo
617,2020,1,26,17,0,120,3,0.16
618,2020,1,26,18,0,29,0,0.16
631,2020,1,27,7,0,102,1,0.16
632,2020,1,27,8,0,339,0,0.16
633,2020,1,27,9,0,577,0,0.16
634,2020,1,27,10,0,777,0,0.16
635,2020,1,27,11,0,916,0,0.16
636,2020,1,27,12,0,537,3,0.16
637,2020,1,27,13,0,693,2,0.16
638,2020,1,27,14,0,411,3,0.16
639,2020,1,27,15,0,694,0,0.16
640,2020,1,27,16,0,483,0,0.16
641,2020,1,27,17,0,242,1,0.16
642,2020,1,27,18,0,12,3,0.16
655,2020,1,28,7,0,29,4,0.16
656,2020,1,28,8,0,79,4,0.16
657,2020,1,28,9,0,102,4,0.16
658,2020,1,28,10,0,333,4,0.16
659,2020,1,28,11,0,856,7,0.16
660,2020,1,28,12,0,937,1,0.16
661,2020,1,28,13,0,915,0,0.16
662,2020,1,28,14,0,665,3,0.16
663,2020,1,28,15,0,427,4,0.16
664,2020,1,28,16,0,383,4,0.16
665,2020,1,28,17,0,103,4,0.16
666,2020,1,28,18,0,12,4,0.16
679,2020,1,29,7,0,99,1,0.16
680,2020,1,29,8,0,245,3,0.16
681,2020,1,29,9,0,571,0,0.16
682,2020,1,29,10,0,727,0,0.16
683,2020,1,29,11,0,833,2,0.16
684,2020,1,29,12,0,928,0,0.16
685,2020,1,29,13,0,748,2,0.16
686,2020,1,29,14,0,521,3,0.16
687,2020,1,29,15,0,226,4,0.16
688,2020,1,29,16,0,171,4,0.16
689,2020,1,29,17,0,181,8,0.16
690,2020,1,29,18,0,27,0,0.16
703,2020,1,30,7,0,101,0,0.17
704,2020,1,30,8,0,335,0,0.17
705,2020,1,30,9,0,566,0,0.17
706,2020,1,30,10,0,745,0,0.17
707,2020,1,30,11,0,877,0,0.17
708,2020,1,30,12,0,937,0,0.17
709,2020,1,30,13,0,932,0,0.17
710,2020,1,30,14,0,483,3,0.17
711,2020,1,30,15,0,677,0,0.17
712,2020,1,30,16,0,462,0,0.17
713,2020,1,30,17,0,225,0,0.17
714,2020,1,30,18,0,13,3,0.17
727,2020,1,31,7,0,93,0,0.16
728,2020,1,31,8,0,331,0,0.16
729,2020,1,31,9,0,573,0,0.16
730,2020,1,31,10,0,778,3,0.16
731,2020,1,31,11,0,779,7,0.16
732,2020,1,31,12,0,770,3,0.16
733,2020,1,31,13,0,757,3,0.16
734,2020,1,31,14,0,489,3,0.16
735,2020,1,31,15,0,498,3,0.16
736,2020,1,31,16,0,458,0,0.16
737,2020,1,31,17,0,222,0,0.16
738,2020,1,31,18,0,20,3,0.16
751,2020,2,1,7,0,39,4,0.16
752,2020,2,1,8,0,106,7,0.16
753,2020,2,1,9,0,427,3,0.16
754,2020,2,1,10,0,764,1,0.16
755,2020,2,1,11,0,901,0,0.16
756,2020,2,1,12,0,723,3,0.16
757,2020,2,1,13,0,947,0,0.16
758,2020,2,1,14,0,621,3,0.16
759,2020,2,1,15,0,695,1,0.16
760,2020,2,1,16,0,481,1,0.16
761,2020,2,1,17,0,242,0,0.16
762,2020,2,1,18,0,12,6,0.16
775,2020,2,2,7,0,36,4,0.16
776,2020,2,2,8,0,195,7,0.16
777,2020,2,2,9,0,366,4,0.16
778,2020,2,2,10,0,624,4,0.16
779,2020,2,2,11,0,419,8,0.16
780,2020,2,2,12,0,690,3,0.16
781,2020,2,2,13,0,618,4,0.16
782,2020,2,2,14,0,196,8,0.16
783,2020,2,2,15,0,560,7,0.16
784,2020,2,2,16,0,432,7,0.16
785,2020,2,2,17,0,167,4,0.16
786,2020,2,2,18,0,28,7,0.16
799,2020,2,3,7,0,47,4,0.16
800,2020,2,3,8,0,206,7,0.16
801,2020,2,3,9,0,582,1,0.16
802,2020,2,3,10,0,777,0,0.16
803,2020,2,3,11,0,678,3,0.16
804,2020,2,3,12,0,677,3,0.16
805,2020,2,3,13,0,876,7,0.16
806,2020,2,3,14,0,585,3,0.16
807,2020,2,3,15,0,696,0,0.16
808,2020,2,3,16,0,480,0,0.16
809,2020,2,3,17,0,239,0,0.16
810,2020,2,3,18,0,30,0,0.16
823,2020,2,4,7,0,98,1,0.16
824,2020,2,4,8,0,341,1,0.16
825,2020,2,4,9,0,586,0,0.16
826,2020,2,4,10,0,792,0,0.16
827,2020,2,4,11,0,921,3,0.16
828,2020,2,4,12,0,1006,0,0.16
829,2020,2,4,13,0,979,0,0.16
830,2020,2,4,14,0,874,3,0.16
831,2020,2,4,15,0,705,0,0.16
832,2020,2,4,16,0,483,0,0.16
833,2020,2,4,17,0,240,0,0.16
834,2020,2,4,18,0,29,1,0.16
847,2020,2,5,7,0,103,0,0.16
848,2020,2,5,8,0,353,0,0.16
849,2020,2,5,9,0,606,0,0.16
850,2020,2,5,10,0,818,0,0.16
851,2020,2,5,11,0,962,0,0.16
852,2020,2,5,12,0,1027,0,0.16
853,2020,2,5,13,0,697,3,0.16
854,2020,2,5,14,0,582,3,0.16
855,2020,2,5,15,0,742,0,0.16
856,2020,2,5,16,0,517,0,0.16
857,2020,2,5,17,0,263,0,0.16
858,2020,2,5,18,0,23,3,0.16
871,2020,2,6,7,0,102,1,0.16
