Fecha; Temperatura (°C); Humedad (%); Iluminacion
29/9/2022 15:3; 40.2°C; 29.2%; 218
29/9/2022 15:3; 40.3°C; 29.1%; 226
29/9/2022 15:3; 40.5°C; 29.0%; 222
29/9/2022 15:3; 40.6°C; 28.9%; 222
29/9/2022 15:3; 40.6°C; 28.8%; 208
29/9/2022 15:3; 40.7°C; 28.8%; 215
29/9/2022 15:4; 40.8°C; 28.8%; 198
29/9/2022 15:4; 41.0°C; 28.9%; 226
29/9/2022 15:4; 41.1°C; 28.8%; 226
29/9/2022 15:4; 41.1°C; 28.7%; 218
29/9/2022 15:4; 41.2°C; 28.8%; 226
29/9/2022 15:4; 41.3°C; 28.9%; 222
29/9/2022 15:4; 41.3°C; 28.9%; 211
29/9/2022 15:4; 41.4°C; 29.0%; 226
29/9/2022 15:4; 41.5°C; 29.1%; 218
29/9/2022 15:4; 41.5°C; 28.9%; 211
29/9/2022 15:5; 41.5°C; 28.7%; 204
29/9/2022 15:5; 41.6°C; 28.6%; 239
29/9/2022 15:5; 41.7°C; 28.5%; 235
29/9/2022 15:5; 41.9°C; 28.6%; 235
29/9/2022 15:5; 42.0°C; 28.4%; 211
29/9/2022 15:5; 42.1°C; 28.4%; 204
29/9/2022 15:5; 42.1°C; 28.3%; 226
29/9/2022 15:5; 42.2°C; 28.3%; 235
29/9/2022 15:5; 42.4°C; 28.2%; 222
29/9/2022 15:5; 42.5°C; 28.1%; 222
29/9/2022 15:6; 42.6°C; 28.1%; 211
29/9/2022 15:6; 42.7°C; 28.1%; 218
29/9/2022 15:6; 42.7°C; 28.0%; 204
29/9/2022 15:6; 42.8°C; 27.9%; 204
29/9/2022 15:6; 42.9°C; 27.9%; 198
29/9/2022 15:6; 42.9°C; 27.9%; 189
29/9/2022 15:6; 43.0°C; 27.9%; 176
29/9/2022 15:6; 43.0°C; 28.0%; 186
29/9/2022 15:6; 43.0°C; 27.9%; 181
29/9/2022 15:6; 43.0°C; 27.7%; 162
29/9/2022 15:7; 43.0°C; 27.7%; 151
29/9/2022 15:7; 43.0°C; 27.6%; 144
29/9/2022 15:7; 43.1°C; 27.6%; 115
29/9/2022 15:7; 43.3°C; 27.6%; 61
29/9/2022 15:7; 43.4°C; 27.5%; 126
29/9/2022 15:7; 43.5°C; 27.5%; 137
29/9/2022 15:7; 43.6°C; 27.4%; 171
29/9/2022 15:7; 43.5°C; 27.3%; 192
29/9/2022 15:7; 43.3°C; 27.2%; 162
29/9/2022 15:7; 43.2°C; 27.2%; 167
29/9/2022 15:8; 43.1°C; 27.1%; 173
29/9/2022 15:8; 43.1°C; 27.1%; 167
29/9/2022 15:8; 43.0°C; 27.1%; 167
29/9/2022 15:8; 42.9°C; 27.0%; 162
29/9/2022 15:8; 42.8°C; 27.0%; 164
29/9/2022 15:8; 42.7°C; 27.1%; 162
29/9/2022 15:8; 42.6°C; 27.1%; 160
29/9/2022 15:8; 42.5°C; 27.1%; 152
29/9/2022 15:8; 42.4°C; 27.2%; 162
29/9/2022 15:8; 42.3°C; 27.1%; 154
29/9/2022 15:9; 42.1°C; 27.0%; 151
29/9/2022 15:9; 42.0°C; 27.0%; 147
29/9/2022 15:9; 41.9°C; 27.3%; 156
29/9/2022 15:9; 41.8°C; 27.4%; 158
29/9/2022 15:9; 41.6°C; 27.4%; 156
29/9/2022 15:9; 41.4°C; 27.5%; 154
29/9/2022 15:9; 41.3°C; 27.7%; 152
29/9/2022 15:9; 41.0°C; 27.9%; 147
29/9/2022 15:9; 40.8°C; 27.9%; 152
29/9/2022 15:9; 40.7°C; 28.4%; 144
29/9/2022 15:10; 40.5°C; 28.6%; 142
29/9/2022 15:10; 39.9°C; 28.5%; 144
29/9/2022 15:10; 39.7°C; 28.6%; 142
29/9/2022 15:10; 39.4°C; 29.0%; 147
29/9/2022 15:10; 39.3°C; 29.2%; 142
29/9/2022 15:10; 39.1°C; 29.3%; 142
29/9/2022 15:10; 38.9°C; 29.4%; 144
29/9/2022 15:10; 38.7°C; 29.7%; 142
29/9/2022 15:10; 38.6°C; 29.9%; 139
29/9/2022 15:10; 38.4°C; 30.1%; 134
29/9/2022 15:11; 38.1°C; 30.4%; 144
29/9/2022 15:11; 38.0°C; 30.6%; 140
29/9/2022 15:11; 37.8°C; 30.3%; 139
29/9/2022 15:11; 37.6°C; 30.4%; 137
29/9/2022 15:11; 37.5°C; 30.6%; 140
29/9/2022 15:11; 37.4°C; 30.7%; 136
29/9/2022 15:11; 37.4°C; 30.9%; 130
29/9/2022 15:11; 37.2°C; 31.3%; 131
29/9/2022 15:11; 37.2°C; 31.5%; 129
29/9/2022 15:11; 37.0°C; 31.4%; 134
29/9/2022 15:12; 36.9°C; 31.3%; 136
29/9/2022 15:12; 36.9°C; 31.3%; 139
29/9/2022 15:12; 36.8°C; 31.2%; 134
29/9/2022 15:12; 36.6°C; 31.3%; 137
29/9/2022 15:12; 36.6°C; 31.5%; 127
29/9/2022 15:12; 36.5°C; 31.6%; 131
29/9/2022 15:12; 36.4°C; 31.8%; 127
29/9/2022 15:12; 36.3°C; 32.0%; 129
29/9/2022 15:12; 36.2°C; 32.1%; 120
29/9/2022 15:12; 36.1°C; 32.4%; 126
29/9/2022 15:13; 35.8°C; 32.7%; 121
29/9/2022 15:13; 35.8°C; 33.0%; 121
29/9/2022 15:13; 35.6°C; 32.9%; 52
29/9/2022 15:13; 35.4°C; 33.0%; 108
29/9/2022 15:13; 35.3°C; 33.2%; 79
29/9/2022 15:13; 35.2°C; 33.3%; 120
29/9/2022 15:13; 35.0°C; 33.4%; 112
29/9/2022 15:13; 34.8°C; 33.6%; 85
29/9/2022 15:13; 34.8°C; 33.7%; 72
29/9/2022 15:13; 34.8°C; 33.9%; 54
29/9/2022 15:14; 34.7°C; 33.9%; 85
29/9/2022 15:14; 34.7°C; 34.1%; 74
29/9/2022 15:14; 34.7°C; 34.4%; 88
29/9/2022 15:14; 34.7°C; 34.5%; 83
29/9/2022 15:14; 34.6°C; 34.6%; 77
29/9/2022 15:14; 34.6°C; 34.8%; 73
29/9/2022 15:14; 34.6°C; 34.8%; 72
29/9/2022 15:14; 34.5°C; 34.8%; 67
29/9/2022 15:14; 34.5°C; 34.9%; 63
29/9/2022 15:14; 34.6°C; 34.9%; 62
29/9/2022 15:15; 34.6°C; 35.0%; 61
29/9/2022 15:15; 34.5°C; 34.8%; 61
29/9/2022 15:15; 34.6°C; 34.9%; 59
29/9/2022 15:15; 34.6°C; 35.0%; 59
29/9/2022 15:15; 34.6°C; 34.9%; 58
29/9/2022 15:15; 34.6°C; 35.0%; 101
29/9/2022 15:15; 34.5°C; 35.1%; 26
29/9/2022 15:15; 34.4°C; 35.2%; 45
29/9/2022 15:15; 34.4°C; 35.3%; 43
29/9/2022 15:15; 34.3°C; 35.5%; 35
29/9/2022 15:16; 34.3°C; 35.7%; 22
29/9/2022 15:16; 34.2°C; 35.8%; 48
29/9/2022 15:16; 34.2°C; 36.0%; 72
29/9/2022 15:16; 34.2°C; 36.0%; 92
29/9/2022 15:16; 34.1°C; 36.1%; 131
29/9/2022 15:16; 34.0°C; 36.0%; 136
29/9/2022 15:16; 33.9°C; 36.0%; 139
29/9/2022 15:16; 33.9°C; 36.1%; 144
29/9/2022 15:16; 33.8°C; 36.1%; 137
29/9/2022 15:16; 33.9°C; 36.2%; 140
29/9/2022 15:17; 33.9°C; 36.2%; 140
29/9/2022 15:17; 33.9°C; 36.2%; 140
29/9/2022 15:17; 33.9°C; 36.2%; 140
29/9/2022 15:17; 33.9°C; 36.3%; 144
29/9/2022 15:17; 33.9°C; 36.3%; 137
29/9/2022 15:17; 33.9°C; 36.4%; 140
29/9/2022 15:17; 33.9°C; 36.4%; 140
29/9/2022 15:17; 33.9°C; 36.4%; 139
29/9/2022 15:17; 33.9°C; 36.4%; 147
29/9/2022 15:17; 34.0°C; 36.5%; 140
29/9/2022 15:18; 34.0°C; 36.4%; 140
29/9/2022 15:18; 34.1°C; 36.5%; 142
29/9/2022 15:18; 34.1°C; 36.4%; 140
29/9/2022 15:18; 34.1°C; 36.3%; 140
29/9/2022 15:18; 34.2°C; 36.3%; 149
29/9/2022 15:18; 34.2°C; 36.1%; 145
29/9/2022 15:18; 34.3°C; 36.1%; 144
29/9/2022 15:18; 34.3°C; 35.9%; 151
29/9/2022 15:18; 34.3°C; 35.9%; 149
29/9/2022 15:18; 34.3°C; 36.0%; 149
29/9/2022 15:19; 34.3°C; 36.0%; 147
29/9/2022 15:19; 34.3°C; 35.9%; 149
29/9/2022 15:19; 34.3°C; 36.0%; 154
29/9/2022 15:19; 34.3°C; 35.9%; 152
29/9/2022 15:19; 34.2°C; 35.8%; 154
29/9/2022 15:19; 34.1°C; 36.0%; 140
29/9/2022 15:19; 34.0°C; 36.2%; 147
29/9/2022 15:19; 33.9°C; 36.3%; 144
29/9/2022 15:19; 33.9°C; 36.3%; 149
29/9/2022 15:19; 33.8°C; 36.2%; 151
29/9/2022 15:20; 33.8°C; 36.2%; 147
29/9/2022 15:20; 33.8°C; 36.3%; 149
29/9/2022 15:20; 33.8°C; 36.3%; 147
29/9/2022 15:20; 33.8°C; 36.6%; 151
29/9/2022 15:20; 33.7°C; 37.0%; 154
29/9/2022 15:20; 33.7°C; 37.3%; 145
29/9/2022 15:20; 33.5°C; 37.6%; 149
29/9/2022 15:20; 33.5°C; 37.8%; 147
29/9/2022 15:20; 33.5°C; 37.7%; 144
29/9/2022 15:20; 33.4°C; 37.5%; 142
29/9/2022 15:21; 33.4°C; 37.5%; 134
29/9/2022 15:21; 33.4°C; 37.6%; 136
29/9/2022 15:21; 33.3°C; 37.8%; 131
29/9/2022 15:21; 33.3°C; 38.0%; 127
29/9/2022 15:21; 33.2°C; 38.1%; 119
29/9/2022 15:21; 33.1°C; 38.2%; 106
29/9/2022 15:21; 33.0°C; 38.3%; 62
29/9/2022 15:21; 33.0°C; 38.4%; 68
29/9/2022 15:21; 33.0°C; 38.5%; 71
29/9/2022 15:21; 32.9°C; 38.5%; 71
29/9/2022 15:22; 33.0°C; 38.6%; 70
29/9/2022 15:22; 33.0°C; 38.7%; 70
29/9/2022 15:22; 33.0°C; 38.7%; 69
29/9/2022 15:22; 33.0°C; 38.7%; 70
29/9/2022 15:22; 33.0°C; 38.6%; 70
29/9/2022 15:22; 33.1°C; 38.6%; 70
29/9/2022 15:22; 33.1°C; 38.4%; 70
29/9/2022 15:22; 33.1°C; 38.4%; 70
29/9/2022 15:22; 33.2°C; 38.5%; 70
29/9/2022 15:22; 33.2°C; 38.5%; 70
29/9/2022 15:23; 33.3°C; 38.5%; 72
29/9/2022 15:23; 33.3°C; 38.3%; 73
29/9/2022 15:23; 33.4°C; 38.4%; 75
29/9/2022 15:23; 33.5°C; 38.5%; 74
29/9/2022 15:23; 33.6°C; 38.4%; 73
29/9/2022 15:23; 33.7°C; 38.4%; 73
29/9/2022 15:23; 33.8°C; 38.2%; 72
29/9/2022 15:23; 33.8°C; 38.0%; 71
29/9/2022 15:23; 33.9°C; 38.0%; 71
29/9/2022 15:23; 34.0°C; 38.0%; 71
29/9/2022 15:24; 34.0°C; 38.0%; 71
29/9/2022 15:24; 34.0°C; 37.9%; 71
29/9/2022 15:24; 34.0°C; 37.8%; 70
29/9/2022 15:24; 34.0°C; 37.8%; 70
29/9/2022 15:24; 34.1°C; 37.8%; 71
29/9/2022 15:24; 34.1°C; 37.7%; 70
29/9/2022 15:24; 34.2°C; 37.7%; 71
29/9/2022 15:24; 34.3°C; 37.7%; 72
29/9/2022 15:24; 34.4°C; 37.6%; 72
29/9/2022 15:24; 34.4°C; 37.3%; 74
29/9/2022 15:25; 34.6°C; 37.2%; 75
29/9/2022 15:25; 34.7°C; 37.0%; 74
29/9/2022 15:25; 34.7°C; 37.0%; 72
29/9/2022 15:25; 34.7°C; 37.3%; 71
29/9/2022 15:25; 34.6°C; 37.3%; 70
29/9/2022 15:25; 34.6°C; 37.3%; 71
29/9/2022 15:25; 34.6°C; 37.1%; 72
29/9/2022 15:25; 34.5°C; 36.8%; 70
29/9/2022 15:25; 34.4°C; 37.0%; 70
29/9/2022 15:25; 34.3°C; 37.2%; 70
29/9/2022 15:26; 34.2°C; 37.2%; 70
29/9/2022 15:26; 34.2°C; 37.2%; 70
29/9/2022 15:26; 34.2°C; 37.1%; 69
29/9/2022 15:26; 34.1°C; 37.3%; 70
29/9/2022 15:26; 34.0°C; 37.4%; 70
29/9/2022 15:26; 33.9°C; 37.6%; 69
29/9/2022 15:26; 33.8°C; 37.8%; 70
29/9/2022 15:26; 33.8°C; 38.0%; 70
29/9/2022 15:26; 33.8°C; 38.1%; 70
29/9/2022 15:26; 33.7°C; 38.3%; 70
29/9/2022 15:27; 33.6°C; 38.3%; 69
29/9/2022 15:27; 33.6°C; 38.5%; 66
29/9/2022 15:27; 33.5°C; 38.6%; 69
29/9/2022 15:27; 33.4°C; 38.6%; 72
29/9/2022 15:27; 33.5°C; 38.6%; 70
29/9/2022 15:27; 33.5°C; 38.6%; 70
29/9/2022 15:27; 33.6°C; 38.6%; 72
29/9/2022 15:27; 33.6°C; 38.5%; 72
29/9/2022 15:27; 33.6°C; 38.3%; 69
29/9/2022 15:27; 33.6°C; 38.3%; 70
29/9/2022 15:28; 33.7°C; 38.4%; 68
29/9/2022 15:28; 33.6°C; 38.4%; 68
29/9/2022 15:28; 33.5°C; 38.5%; 67
29/9/2022 15:28; 33.4°C; 38.5%; 67
29/9/2022 15:28; 33.4°C; 38.6%; 66
29/9/2022 15:28; 33.4°C; 38.6%; 66
29/9/2022 15:28; 33.4°C; 38.7%; 66
29/9/2022 15:28; 33.3°C; 38.7%; 67
29/9/2022 15:28; 33.3°C; 38.8%; 65
29/9/2022 15:28; 33.3°C; 38.9%; 65
29/9/2022 15:29; 33.3°C; 38.8%; 65
29/9/2022 15:29; 33.3°C; 38.8%; 67
29/9/2022 15:29; 33.3°C; 38.8%; 68
29/9/2022 15:29; 33.3°C; 38.8%; 69
29/9/2022 15:29; 33.4°C; 39.0%; 69
29/9/2022 15:29; 33.4°C; 38.7%; 70
29/9/2022 15:29; 33.4°C; 38.6%; 69
29/9/2022 15:29; 33.5°C; 38.7%; 70
29/9/2022 15:29; 33.5°C; 38.7%; 70
29/9/2022 15:29; 33.5°C; 38.7%; 70
29/9/2022 15:30; 33.5°C; 38.9%; 71
29/9/2022 15:30; 33.5°C; 39.0%; 72
29/9/2022 15:30; 33.5°C; 39.1%; 72
29/9/2022 15:30; 33.6°C; 39.2%; 71
29/9/2022 15:30; 33.5°C; 39.1%; 73
29/9/2022 15:30; 33.5°C; 39.2%; 73
29/9/2022 15:30; 33.4°C; 39.1%; 72
29/9/2022 15:30; 33.4°C; 39.0%; 73
29/9/2022 15:30; 33.4°C; 39.2%; 73
29/9/2022 15:30; 33.3°C; 39.1%; 71
29/9/2022 15:31; 33.4°C; 39.2%; 72
29/9/2022 15:31; 33.4°C; 39.1%; 72
29/9/2022 15:31; 33.4°C; 39.2%; 70
29/9/2022 15:31; 33.4°C; 39.0%; 73
29/9/2022 15:31; 33.4°C; 38.9%; 72
29/9/2022 15:31; 33.4°C; 38.9%; 73
29/9/2022 15:31; 33.4°C; 38.9%; 73
29/9/2022 15:31; 33.4°C; 38.9%; 73
29/9/2022 15:31; 33.4°C; 38.7%; 71
29/9/2022 15:31; 33.4°C; 38.7%; 72
29/9/2022 15:32; 33.4°C; 38.7%; 71
29/9/2022 15:32; 33.4°C; 38.7%; 73
29/9/2022 15:32; 33.5°C; 38.9%; 73
29/9/2022 15:32; 33.4°C; 38.7%; 73
29/9/2022 15:32; 33.5°C; 38.7%; 73
29/9/2022 15:32; 33.4°C; 38.8%; 72
29/9/2022 15:32; 33.5°C; 39.0%; 73
29/9/2022 15:32; 33.6°C; 39.2%; 73
29/9/2022 15:32; 33.6°C; 39.3%; 73
29/9/2022 15:32; 33.6°C; 39.3%; 74
29/9/2022 15:33; 33.7°C; 39.3%; 76
29/9/2022 15:33; 33.8°C; 39.3%; 77
29/9/2022 15:33; 33.8°C; 39.1%; 77
29/9/2022 15:33; 34.0°C; 39.1%; 77
29/9/2022 15:33; 34.1°C; 38.9%; 80
29/9/2022 15:33; 34.3°C; 38.7%; 79
29/9/2022 15:33; 34.4°C; 38.5%; 81
29/9/2022 15:33; 34.6°C; 38.3%; 79
29/9/2022 15:33; 34.7°C; 38.1%; 79
29/9/2022 15:33; 34.7°C; 38.0%; 80
29/9/2022 15:34; 34.7°C; 37.9%; 82
29/9/2022 15:34; 35.0°C; 37.8%; 83
29/9/2022 15:34; 35.2°C; 37.6%; 84
29/9/2022 15:34; 35.3°C; 37.3%; 82
29/9/2022 15:34; 35.5°C; 37.1%; 81
29/9/2022 15:34; 35.6°C; 36.8%; 81
29/9/2022 15:34; 35.6°C; 36.5%; 80
29/9/2022 15:34; 35.6°C; 36.1%; 78
29/9/2022 15:34; 35.7°C; 36.0%; 78
29/9/2022 15:34; 35.6°C; 36.0%; 76
29/9/2022 15:35; 35.6°C; 36.1%; 77
29/9/2022 15:35; 35.6°C; 36.0%; 78
29/9/2022 15:35; 35.6°C; 35.8%; 77
29/9/2022 15:35; 35.6°C; 35.7%; 77
29/9/2022 15:35; 35.6°C; 35.7%; 78
29/9/2022 15:35; 35.6°C; 35.5%; 78
29/9/2022 15:35; 35.8°C; 35.5%; 79
29/9/2022 15:35; 35.9°C; 35.3%; 81
29/9/2022 15:35; 36.1°C; 35.2%; 80
29/9/2022 15:35; 36.2°C; 35.1%; 81
29/9/2022 15:36; 36.4°C; 35.0%; 81
29/9/2022 15:36; 36.7°C; 34.8%; 81
29/9/2022 15:36; 36.8°C; 34.4%; 80
29/9/2022 15:36; 36.8°C; 34.2%; 80
29/9/2022 15:36; 36.9°C; 34.3%; 80
29/9/2022 15:36; 36.8°C; 34.2%; 80
29/9/2022 15:36; 36.9°C; 34.2%; 78
29/9/2022 15:36; 37.0°C; 34.1%; 79
29/9/2022 15:36; 37.1°C; 34.0%; 79
29/9/2022 15:36; 37.1°C; 33.8%; 78
29/9/2022 15:37; 37.3°C; 33.8%; 78
29/9/2022 15:37; 37.4°C; 33.7%; 78
29/9/2022 15:37; 37.5°C; 33.4%; 78
29/9/2022 15:37; 37.5°C; 33.1%; 77
29/9/2022 15:37; 37.4°C; 32.9%; 77
29/9/2022 15:37; 37.4°C; 33.0%; 74
29/9/2022 15:37; 37.4°C; 33.0%; 74
29/9/2022 15:37; 37.4°C; 33.1%; 72
29/9/2022 15:37; 37.4°C; 33.1%; 71
29/9/2022 15:37; 37.5°C; 33.2%; 73
29/9/2022 15:38; 37.6°C; 33.3%; 73
29/9/2022 15:38; 37.7°C; 33.2%; 73
29/9/2022 15:38; 37.8°C; 33.2%; 74
29/9/2022 15:38; 37.9°C; 33.1%; 73
29/9/2022 15:38; 38.1°C; 32.9%; 75
29/9/2022 15:38; 38.2°C; 32.8%; 74
29/9/2022 15:38; 38.3°C; 32.9%; 73
29/9/2022 15:38; 38.3°C; 32.7%; 81
29/9/2022 15:38; 38.4°C; 32.6%; 80
29/9/2022 15:38; 38.5°C; 32.3%; 81
29/9/2022 15:39; 38.6°C; 32.2%; 80
29/9/2022 15:39; 38.7°C; 32.0%; 81
29/9/2022 15:39; 38.7°C; 31.8%; 79
29/9/2022 15:39; 38.7°C; 31.8%; 79
29/9/2022 15:39; 38.8°C; 31.9%; 80
29/9/2022 15:39; 38.9°C; 31.6%; 80
29/9/2022 15:39; 39.0°C; 31.4%; 80
29/9/2022 15:39; 39.1°C; 31.3%; 79
29/9/2022 15:39; 39.1°C; 31.2%; 77
29/9/2022 15:39; 39.1°C; 31.2%; 77
29/9/2022 15:40; 39.1°C; 31.3%; 75
29/9/2022 15:40; 39.1°C; 31.2%; 70
29/9/2022 15:40; 39.0°C; 31.1%; 73
29/9/2022 15:40; 39.0°C; 30.9%; 71
29/9/2022 15:40; 39.0°C; 30.7%; 70
29/9/2022 15:40; 38.9°C; 30.7%; 70
29/9/2022 15:40; 38.8°C; 30.6%; 70
29/9/2022 15:40; 38.8°C; 30.5%; 70
29/9/2022 15:40; 38.8°C; 30.6%; 72
29/9/2022 15:40; 38.6°C; 30.5%; 72
29/9/2022 15:41; 38.8°C; 30.6%; 70
29/9/2022 15:41; 38.8°C; 30.5%; 72
29/9/2022 15:41; 38.9°C; 30.5%; 73
29/9/2022 15:41; 39.0°C; 30.5%; 70
29/9/2022 15:41; 39.1°C; 30.4%; 71
29/9/2022 15:41; 39.1°C; 30.3%; 71
29/9/2022 15:41; 39.1°C; 30.4%; 72
29/9/2022 15:41; 39.1°C; 30.5%; 75
29/9/2022 15:41; 39.1°C; 30.6%; 75
29/9/2022 15:41; 39.2°C; 30.7%; 74
29/9/2022 15:42; 39.2°C; 30.6%; 75
29/9/2022 15:42; 39.2°C; 30.6%; 73
29/9/2022 15:42; 39.2°C; 30.7%; 73
29/9/2022 15:42; 39.1°C; 30.7%; 73
29/9/2022 15:42; 39.2°C; 30.7%; 72
29/9/2022 15:42; 39.2°C; 30.7%; 73
29/9/2022 15:42; 39.3°C; 30.7%; 73
29/9/2022 15:42; 39.3°C; 30.7%; 72
29/9/2022 15:42; 39.2°C; 30.8%; 73
29/9/2022 15:42; 39.3°C; 30.7%; 72
29/9/2022 15:43; 39.3°C; 30.2%; 72
29/9/2022 15:43; 39.3°C; 30.1%; 71
29/9/2022 15:43; 39.4°C; 30.1%; 71
29/9/2022 15:43; 39.5°C; 30.2%; 70
29/9/2022 15:43; 39.5°C; 30.2%; 71
29/9/2022 15:43; 39.5°C; 30.2%; 72
29/9/2022 15:43; 39.5°C; 30.1%; 73
29/9/2022 15:43; 39.4°C; 30.0%; 73
29/9/2022 15:43; 39.3°C; 30.0%; 74
29/9/2022 15:43; 39.1°C; 30.0%; 74
29/9/2022 15:44; 39.0°C; 30.0%; 73
29/9/2022 15:44; 38.9°C; 30.0%; 73
29/9/2022 15:44; 39.0°C; 30.1%; 72
29/9/2022 15:44; 39.0°C; 30.0%; 71
29/9/2022 15:44; 39.0°C; 30.0%; 69
29/9/2022 15:44; 39.0°C; 30.0%; 65
29/9/2022 15:44; 39.1°C; 30.3%; 65
29/9/2022 15:44; 39.2°C; 30.4%; 70
29/9/2022 15:44; 39.2°C; 30.4%; 70
29/9/2022 15:44; 39.3°C; 30.5%; 70
29/9/2022 15:45; 39.4°C; 30.5%; 72
29/9/2022 15:45; 39.5°C; 30.4%; 75
29/9/2022 15:45; 39.6°C; 30.4%; 75
29/9/2022 15:45; 39.6°C; 30.4%; 76
29/9/2022 15:45; 39.7°C; 30.4%; 76
29/9/2022 15:45; 39.8°C; 30.0%; 76
29/9/2022 15:45; 39.8°C; 29.9%; 75
29/9/2022 15:45; 39.9°C; 29.8%; 75
29/9/2022 15:45; 39.9°C; 29.8%; 76
29/9/2022 15:45; 40.0°C; 29.8%; 76
29/9/2022 15:46; 40.1°C; 29.9%; 77
29/9/2022 15:46; 40.2°C; 29.9%; 79
29/9/2022 15:46; 40.2°C; 30.0%; 80
29/9/2022 15:46; 40.1°C; 30.0%; 79
29/9/2022 15:46; 40.1°C; 30.0%; 80
29/9/2022 15:46; 40.2°C; 30.1%; 81
29/9/2022 15:46; 40.2°C; 30.0%; 81
29/9/2022 15:46; 40.2°C; 30.0%; 81
29/9/2022 15:46; 40.1°C; 29.9%; 81
29/9/2022 15:46; 40.2°C; 29.8%; 81
29/9/2022 15:47; 40.3°C; 29.8%; 83
29/9/2022 15:47; 40.3°C; 29.8%; 83
29/9/2022 15:47; 40.3°C; 29.8%; 83
29/9/2022 15:47; 40.3°C; 29.9%; 81
29/9/2022 15:47; 40.3°C; 29.7%; 83
29/9/2022 15:47; 40.2°C; 29.5%; 83
29/9/2022 15:47; 40.2°C; 29.5%; 82
29/9/2022 15:47; 40.1°C; 29.4%; 82
29/9/2022 15:47; 40.2°C; 29.5%; 84
29/9/2022 15:47; 40.2°C; 29.5%; 84
29/9/2022 15:48; 40.2°C; 29.5%; 83
29/9/2022 15:48; 40.2°C; 29.4%; 85
29/9/2022 15:48; 40.3°C; 29.4%; 82
29/9/2022 15:48; 40.3°C; 29.4%; 83
29/9/2022 15:48; 40.3°C; 29.4%; 84
29/9/2022 15:48; 40.3°C; 29.4%; 83
29/9/2022 15:48; 40.3°C; 29.4%; 83
29/9/2022 15:48; 40.4°C; 29.5%; 82
29/9/2022 15:48; 40.4°C; 29.4%; 82
29/9/2022 15:48; 40.5°C; 29.4%; 81
29/9/2022 15:49; 40.5°C; 29.1%; 83
29/9/2022 15:49; 40.5°C; 29.2%; 82
29/9/2022 15:49; 40.5°C; 29.3%; 85
29/9/2022 15:49; 40.5°C; 29.5%; 81
29/9/2022 15:49; 40.4°C; 29.5%; 83
29/9/2022 15:49; 40.3°C; 29.4%; 84
29/9/2022 15:49; 40.3°C; 29.4%; 82
29/9/2022 15:49; 40.2°C; 29.3%; 82
29/9/2022 15:49; 40.2°C; 29.3%; 81
29/9/2022 15:49; 40.2°C; 29.3%; 80
29/9/2022 15:50; 40.2°C; 29.2%; 81
29/9/2022 15:50; 40.2°C; 29.2%; 79
29/9/2022 15:50; 40.0°C; 29.2%; 75
29/9/2022 15:50; 39.9°C; 29.2%; 75
29/9/2022 15:50; 39.7°C; 29.2%; 75
29/9/2022 15:50; 39.6°C; 29.2%; 75
29/9/2022 15:50; 39.5°C; 29.2%; 73
29/9/2022 15:50; 39.4°C; 29.1%; 73
29/9/2022 15:50; 39.3°C; 29.0%; 72
29/9/2022 15:50; 39.2°C; 29.0%; 73
29/9/2022 15:51; 39.0°C; 29.1%; 73
29/9/2022 15:51; 38.9°C; 29.2%; 70
29/9/2022 15:51; 38.7°C; 29.3%; 70
29/9/2022 15:51; 38.5°C; 29.5%; 69
29/9/2022 15:51; 38.4°C; 29.7%; 69
29/9/2022 15:51; 38.3°C; 29.9%; 70
29/9/2022 15:51; 38.2°C; 30.0%; 69
29/9/2022 15:51; 38.1°C; 30.2%; 68
29/9/2022 15:51; 38.0°C; 30.2%; 68
29/9/2022 15:51; 37.8°C; 30.4%; 68
29/9/2022 15:52; 37.7°C; 30.5%; 68
29/9/2022 15:52; 37.5°C; 30.6%; 67
29/9/2022 15:52; 37.4°C; 30.8%; 67
29/9/2022 15:52; 37.4°C; 30.9%; 67
29/9/2022 15:52; 37.4°C; 30.9%; 66
29/9/2022 15:52; 37.4°C; 31.1%; 66
29/9/2022 15:52; 37.4°C; 31.1%; 66
29/9/2022 15:52; 37.4°C; 31.1%; 65
29/9/2022 15:52; 37.4°C; 31.1%; 66
29/9/2022 15:52; 37.3°C; 31.0%; 65
29/9/2022 15:53; 37.2°C; 31.2%; 65
29/9/2022 15:53; 37.1°C; 31.3%; 64
29/9/2022 15:53; 37.0°C; 31.3%; 65
29/9/2022 15:53; 37.0°C; 31.5%; 64
29/9/2022 15:53; 37.0°C; 31.6%; 65
29/9/2022 15:53; 36.9°C; 31.6%; 64
29/9/2022 15:53; 36.8°C; 31.7%; 64
29/9/2022 15:53; 36.8°C; 31.8%; 64
29/9/2022 15:53; 36.7°C; 32.0%; 64
29/9/2022 15:53; 36.6°C; 32.1%; 64
29/9/2022 15:54; 36.6°C; 32.3%; 63
29/9/2022 15:54; 36.6°C; 32.3%; 63
29/9/2022 15:54; 36.7°C; 32.4%; 64
29/9/2022 15:54; 36.6°C; 32.3%; 63
29/9/2022 15:54; 36.7°C; 32.4%; 64
29/9/2022 15:54; 36.6°C; 32.4%; 63
29/9/2022 15:54; 36.6°C; 32.4%; 63
29/9/2022 15:54; 36.6°C; 32.5%; 63
29/9/2022 15:54; 36.7°C; 32.6%; 64
29/9/2022 15:54; 36.6°C; 32.6%; 63
29/9/2022 15:55; 36.7°C; 32.7%; 64
